0	34	1
0	35	1
0	36	1
0	37	1
0	8	2
0	41	1
0	42	1
0	29	1
0	30	1
0	31	1
1	148	3
1	196	1
1	197	1
1	198	1
1	199	1
1	200	1
1	201	1
1	202	1
1	203	1
1	204	1
1	206	1
1	207	1
1	217	1
1	219	1
1	111	1
1	115	3
2	68	2
2	101	1
2	402	1
2	403	2
2	404	2
2	62	1
3	448	1
3	449	1
3	446	1
4	473	1
4	474	1
4	475	1
4	4	1
8	556	1
8	557	1
8	558	1
8	559	1
8	560	1
8	561	1
8	562	1
9	39	1
9	617	1
9	619	1
9	620	1
9	621	1
9	622	1
10	664	1
11	1	1
11	706	1
11	707	1
11	708	2
11	709	1
11	6	1
11	711	1
11	713	1
11	714	1
11	715	1
11	82	1
11	468	1
13	986	1
13	673	1
13	944	1
13	946	1
13	952	1
13	825	2
13	959	1
13	963	1
13	967	1
13	840	2
13	969	2
13	844	2
13	973	1
13	978	1
13	980	1
13	982	1
13	983	1
13	984	1
13	990	1
13	991	1
13	992	2
13	996	1
13	999	1
14	1384	1
14	1385	1
15	1412	1
15	741	1
16	3	4
16	1430	1
16	1431	1
16	1432	1
16	1434	1
16	1436	1
17	42	1
17	1468	1
18	1496	1
18	1497	1
18	1026	2
18	61	4
18	1493	2
19	1496	1
19	1499	1
20	1539	3
20	1542	2
20	1543	2
20	783	1
20	1297	2
20	1554	2
20	867	1
20	52	1
20	1558	1
20	1559	1
20	1561	1
20	61	1
20	1534	3
21	1629	1
21	1630	1
22	650	1
22	796	1
22	1184	1
22	803	2
22	1455	1
22	1723	1
22	1726	1
22	1730	1
22	1731	1
22	1732	1
22	1733	1
22	1735	1
22	931	1
22	984	1
22	859	1
22	991	1
22	1647	7
22	886	1
23	840	1
23	9	1
23	1866	2
24	1925	1
24	1926	1
24	1927	1
24	1928	1
24	1929	1
24	1559	1
24	459	2
24	1935	1
24	1937	1
24	1939	1
24	1940	1
24	469	1
24	1942	1
24	823	2
24	1943	1
25	867	1
25	729	1
25	91	1
25	61	2
26	2059	1
26	2060	1
26	2061	1
28	288	1
28	311	2
28	2115	1
28	2116	1
28	2117	1
28	2118	1
28	2119	1
28	64	1
28	298	1
28	555	2
28	687	1
28	562	1
28	1427	1
28	1559	2
28	569	1
28	572	1
28	413	1
29	400	1
29	288	1
29	2090	6
29	67	1
29	2294	1
29	2265	1
29	2266	1
29	2269	1
29	2272	1
29	2273	1
29	1634	2
29	2281	1
29	2282	1
29	2283	1
29	2284	1
29	2287	1
29	2288	1
29	2289	1
29	2293	1
29	1398	1
29	2296	1
29	2297	1
29	2298	1
29	635	1
29	2301	1
29	2302	1
30	2539	2
30	1542	1
30	1561	1
30	1448	1
30	2559	1
30	1592	1
30	446	1
30	460	1
30	2514	2
30	2521	2
30	90	1
30	91	1
30	619	1
30	2156	1
30	2541	2
30	2546	1
30	2548	1
30	2549	1
30	2550	1
30	2555	1
30	2556	1
30	2557	1
30	1534	3
30	895	1
31	1530	1
31	53	1
32	2656	1
32	2657	1
32	696	1
33	2692	1
33	2693	1
33	774	1
33	2694	1
33	1360	1
33	729	1
33	1530	1
34	641	2
34	2722	2
34	2727	3
34	120	1
36	34	1
36	35	1
36	1286	3
36	1458	1
36	1304	1
36	2779	1
36	2780	1
37	2800	1
37	2801	1
37	2802	1
37	2803	1
38	1920	1
38	1676	1
38	1964	2
38	1519	1
38	2866	1
38	2867	1
38	2868	1
38	2869	1
38	2871	1
38	2875	1
38	2876	1
39	2977	1
39	2979	1
39	2980	1
39	2251	2
39	2040	1
39	2073	1
39	2975	1
41	3045	1
42	1248	1
42	2785	1
42	36	1
42	5	2
42	3073	1
42	1281	1
42	1458	1
42	2387	2
42	62	1
42	3067	1
42	3071	1
43	2337	1
43	3112	1
43	3113	1
43	3114	1
43	731	2
44	2	1
44	1327	1
44	1893	1
44	2590	1
45	3172	1
45	1381	1
45	23	1
45	655	1
45	16	1
45	463	1
45	3173	1
45	61	1
46	3224	2
46	3227	1
46	1635	1
47	1	1
47	2092	1
47	902	1
47	3246	1
48	90	1
48	84	1
48	61	1
48	3270	1
48	3269	1
49	929	1
49	2679	1
49	651	2
49	652	1
49	1199	2
49	29	1
49	3318	1
49	3319	1
49	3320	1
49	2040	2
49	3322	2
49	3324	1
49	3325	2
50	2688	1
50	2178	1
50	3382	1
50	2350	2
50	2998	1
51	75	1
51	398	1
51	689	2
51	3411	1
51	3412	3
51	3414	1
51	3415	1
51	3416	1
51	3419	1
51	3420	1
51	3421	1
52	107	1
52	1830	1
52	3494	3
52	662	1
52	111	1
52	3506	1
52	1679	1
52	2640	1
52	3512	2
52	3474	2
52	3508	1
52	3509	1
52	3510	1
52	2040	1
52	3513	1
53	2131	1
53	1927	1
53	458	1
53	622	1
53	3600	1
53	3601	1
53	3602	1
53	3603	1
53	3604	1
53	3605	1
53	59	1
54	739	1
54	2638	1
54	751	1
54	52	3
54	1780	1
54	729	2
54	61	1
54	3647	1
55	3681	1
55	2698	2
55	67	1
56	3713	1
56	3705	2
56	1977	1
57	3744	1
57	3743	1
58	906	1
58	3767	1
58	3766	1
58	1431	1
58	3768	1
58	3770	1
58	3771	1
58	1309	1
58	1311	1
59	3821	1
59	1899	1
59	3820	1
59	1901	1
59	1903	1
59	1907	1
59	86	3
59	1527	1
59	1497	1
60	3901	2
60	3912	1
60	3913	1
60	3915	2
60	3916	1
60	3917	1
60	3918	1
60	3926	1
60	3941	1
60	3942	1
60	3943	1
60	3944	1
60	2798	1
60	2801	1
61	4100	1
61	3223	1
62	4128	1
62	4130	1
62	4132	1
62	4133	1
62	4134	1
62	3915	1
62	3917	1
62	3998	1
62	4125	1
63	4227	1
63	4233	1
63	4235	1
63	111	2
63	3315	1
63	4214	2
63	388	2
63	2415	1
64	4338	1
65	68	1
65	2459	1
65	411	1
65	197	1
65	2118	1
66	611	1
66	3271	2
66	78	1
66	4377	1
66	4378	1
67	4416	1
67	897	1
67	2638	1
67	1309	1
67	2640	1
67	1614	1
67	1431	1
67	4413	1
67	4414	1
67	4415	1
68	4481	1
68	4482	1
68	4484	1
68	4485	1
68	731	1
68	3180	1
68	4477	1
68	4486	1
68	4483	1
68	734	1
68	728	1
68	3097	1
68	91	1
68	4476	1
68	61	1
68	4479	1
69	1611	1
69	4548	1
69	553	1
70	4609	2
70	1156	1
70	1157	1
70	1158	1
70	23	1
70	4625	1
70	4626	1
70	4627	1
70	4630	1
70	4641	1
70	4642	1
70	4643	1
70	4646	1
70	4651	1
70	4656	1
70	4658	1
70	4661	1
70	4662	1
70	4663	1
70	4664	1
70	4666	1
70	4667	1
70	4668	1
70	4669	1
70	1731	1
70	1732	1
70	1740	1
70	1747	1
70	1109	1
70	1624	1
70	990	1
70	996	1
70	1130	1
70	2898	1
70	1007	1
70	798	1
70	1749	1
71	2067	1
71	2092	2
71	690	5
71	3893	1
71	1592	1
71	2626	2
71	454	4
71	4946	2
71	4965	3
71	4971	1
71	4972	1
71	4973	1
71	4975	2
71	4976	2
71	4977	1
71	4979	1
71	4981	1
71	4982	1
71	4984	1
71	4985	1
71	4987	1
71	1533	1
72	727	1
73	5057	1
73	834	1
73	5059	1
73	5058	1
73	1822	2
74	1920	2
74	1619	1
74	2022	1
75	2571	1
75	5134	1
75	3604	1
75	5141	1
75	5142	1
75	5143	1
75	5146	1
75	1566	3
75	5151	1
75	32	1
75	1453	2
75	54	11
75	722	1
75	5152	1
75	1603	1
75	1611	6
75	462	1
75	2127	1
75	1490	1
75	2516	3
75	5093	1
75	488	1
75	2156	1
75	4973	2
75	1492	1
76	2488	1
76	98	5
76	4355	1
76	2356	1
76	5222	1
77	897	1
77	1313	1
77	3056	1
77	1073	1
77	736	1
77	1364	1
77	91	1
77	5246	1
77	5247	1
79	2697	2
79	1090	1
79	402	1
79	2453	2
79	2456	3
79	2713	1
79	2714	1
79	2716	1
79	2717	1
79	3230	2
79	2719	1
79	3365	4
79	813	2
79	814	1
79	2461	1
79	816	1
79	2718	1
79	64	1
79	5314	2
79	68	3
79	198	1
79	2252	1
79	2701	1
79	5328	1
79	5329	1
79	5334	1
79	5337	1
79	1629	1
79	2725	1
79	2288	1
79	3668	1
80	5510	2
80	5515	1
80	913	1
80	3485	2
80	822	2
80	3526	2
80	5476	12
80	5477	2
80	1681	1
80	5481	2
80	107	1
80	3826	1
82	5612	1
82	5613	1
82	5615	1
83	3049	1
83	662	1
83	5303	1
84	5663	1
84	422	1
85	2304	1
85	5835	1
85	5383	1
85	396	1
85	2336	1
85	3346	1
85	5798	1
85	5831	1
85	5806	1
85	5814	1
85	5815	1
85	5816	1
85	5822	1
85	5826	1
85	3269	1
85	5793	1
85	5833	1
85	5834	1
85	3276	1
85	3106	1
85	207	1
85	3384	1
85	5663	2
85	2397	1
85	5819	1
85	4583	1
85	4328	1
85	3305	1
85	3175	1
85	4590	1
85	5664	1
85	3391	1
85	1385	1
85	4223	2
86	897	1
86	1927	1
86	906	1
86	911	1
86	784	1
86	3603	1
86	1307	1
86	1440	1
86	1313	1
86	1320	2
86	1325	1
86	1329	1
86	1330	1
86	3764	1
86	53	1
86	52	1
86	59	1
86	2638	1
86	463	1
86	733	1
86	865	1
86	867	1
86	740	1
86	487	1
86	617	1
86	751	1
86	6134	1
86	6135	1
86	6137	1
87	6240	1
87	2192	1
87	3675	1
87	2716	1
87	63	1
87	2288	1
87	148	1
87	414	1
87	2345	1
87	413	1
87	2715	1
87	6236	1
87	6237	1
87	5406	2
88	5271	1
88	2317	1
88	398	1
88	146	1
88	5909	1
88	6294	1
88	6296	1
88	6297	1
88	6298	1
88	6302	1
88	5793	1
88	4422	1
88	413	1
88	5945	2
88	5306	1
88	2118	1
88	201	1
88	6226	2
88	1444	1
88	6234	1
88	1885	3
88	4579	1
88	5604	1
88	1381	1
88	3688	1
88	3691	1
88	6261	1
88	3190	1
90	1	104
90	2822	1
90	6446	1
90	3993	1
90	4125	1
90	4128	1
90	6439	1
90	6440	1
90	6441	1
90	4142	1
90	6449	1
90	6450	1
90	6451	1
90	6452	1
90	4150	1
90	4154	1
90	4156	1
90	3901	1
90	3902	2
90	3904	2
90	449	8
90	4190	1
90	4195	1
90	3944	1
90	4158	1
90	3959	1
91	6555	1
91	6558	1
91	6559	1
92	4355	2
92	3229	1
93	4739	1
93	4741	2
93	3085	1
93	162	1
93	4338	1
93	5168	1
93	62	4
93	707	1
93	202	1
93	3275	1
93	5974	1
93	5093	2
93	6634	1
93	4976	1
93	2546	2
93	2750	2
93	503	1
94	6688	2
94	6692	1
94	6695	1
94	6697	1
94	2838	1
94	824	1
94	2852	1
95	6753	1
95	834	2
95	6755	1
95	6756	1
95	37	1
95	2129	1
95	72	2
95	5257	1
95	2986	2
95	2155	1
95	620	1
95	6754	1
95	2638	1
95	1457	1
95	1588	1
95	1262	1
95	865	1
95	92	2
95	5246	1
97	4482	1
97	906	1
97	1431	1
97	1561	1
97	3102	1
97	2591	1
97	3618	1
97	2595	1
97	6820	1
97	2598	1
97	53	1
97	6338	1
97	731	2
97	744	1
97	489	2
97	2155	1
97	751	1
97	3440	2
97	1268	1
97	1279	1
97	1310	1
97	4479	1
99	1593	1
99	460	1
99	2539	1
99	1324	1
99	6898	1
99	1583	1
99	6897	1
99	2546	1
99	1622	1
99	2583	1
99	1529	1
99	2587	1
99	2780	2
99	1534	2
99	6895	1
100	6926	1
101	2	1
101	1355	1
101	70	1
101	1320	1
101	459	1
101	2638	1
101	3411	1
101	1780	1
101	1270	1
101	727	1
101	6939	1
101	6941	1
101	6111	1
102	6963	1
102	6965	1
102	6966	1
103	1026	4
103	7047	1
103	7050	1
103	7051	1
103	3085	1
103	7055	1
103	7060	2
103	7069	1
103	7070	1
103	2975	4
103	7074	1
103	7075	1
103	5284	1
103	5798	1
103	201	1
103	1631	1
103	1512	3
104	6966	1
105	5063	1
105	7214	1
105	7217	1
105	6559	1
105	543	1
106	2928	1
108	897	1
108	740	1
108	1509	1
108	1320	1
108	1257	1
108	107	1
108	2060	12
108	6893	1
108	3856	9
108	7283	1
108	1438	1
108	3071	1
110	1364	1
110	2513	1
110	3764	1
112	227	1
112	7380	1
113	398	2
113	7450	1
113	7451	1
113	7453	1
113	7456	1
113	7462	1
113	7480	1
113	3412	1
113	3415	1
113	3419	1
113	3420	1
113	3421	1
113	3422	1
113	876	1
113	877	2
113	120	1
114	1600	1
114	7593	1
114	3182	1
115	6113	1
115	6850	1
115	483	1
115	1285	1
115	1960	1
115	73	1
115	2626	1
115	7629	1
115	7632	1
115	1283	1
115	7631	1
115	60	1
116	7683	1
116	7693	1
117	7896	1
117	7877	1
117	7879	1
117	7881	1
117	7882	1
117	7884	1
117	7885	1
117	7902	1
117	7776	4
117	7778	2
118	3356	1
118	158	1
118	2332	1
118	7239	1
118	6088	1
118	3385	1
118	64	1
118	8144	1
118	8145	1
118	8147	1
118	8149	1
118	8151	1
118	8152	1
118	2401	2
118	5972	1
118	637	1
118	638	1
119	2969	1
119	8177	1
119	3121	1
119	3378	1
119	3380	1
119	2249	1
119	2251	1
119	8272	1
119	8275	1
119	724	1
119	8151	1
119	1885	1
119	8160	2
119	8161	1
119	8163	2
119	8166	1
119	8168	1
119	8169	1
119	8170	1
119	8173	1
119	7409	1
120	611	1
120	8333	1
121	2056	1
121	1554	1
121	1429	2
121	5017	1
121	3613	1
121	8357	1
121	8359	1
121	8360	1
121	8364	1
121	686	5
121	53	1
121	451	1
121	452	1
121	458	2
121	5195	1
121	77	1
121	4075	2
121	4973	1
121	1279	1
122	481	1
123	3043	1
123	1418	1
123	8431	1
123	6046	1
124	2457	1
124	3123	1
124	3049	1
125	8496	1
125	2965	1
125	2967	2
125	2968	2
125	2969	2
126	592	13
126	640	1
126	8567	1
127	6592	1
127	8591	1
127	8592	1
127	8593	1
127	8594	2
127	2035	1
127	2649	4
128	8451	3
128	8586	2
128	8587	2
128	8591	1
128	8592	1
128	145	2
129	1635	1
129	100	1
129	2725	1
129	7239	1
129	6073	1
129	3230	1
129	4383	1
130	8711	1
130	507	2
131	8721	1
131	8719	1
133	2082	1
133	1482	1
133	6704	5
133	8757	1
133	822	3
133	3594	2
133	4446	2
134	5272	1
134	413	1
134	5406	2
134	2343	1
134	2345	1
134	414	1
134	5415	1
134	3267	1
134	481	1
134	8786	3
134	1550	1
134	2718	1
134	6236	1
134	6237	1
134	1886	3
134	8799	1
134	8800	1
134	8801	1
134	3682	1
134	8803	1
134	8805	1
134	4587	3
134	2031	2
134	2293	1
134	2294	1
134	4349	1
135	611	1
135	3268	1
135	2725	1
135	422	1
135	3003	1
135	2416	1
135	2758	1
135	8431	1
135	2459	1
135	4350	1
136	5461	1
136	1559	1
137	678	1
137	5201	1
137	3466	7
137	2638	1
137	4045	1
137	1521	3
137	5010	2
137	1498	1
137	894	1
137	2783	2
138	406	1
138	2054	1
138	8903	1
138	6312	2
138	8905	1
138	4368	1
138	8	1
138	2387	1
138	8468	1
138	822	1
138	6073	1
138	3668	1
138	8913	1
138	8118	1
139	9008	1
139	9014	1
139	7669	1
140	3500	1
140	9083	1
140	1780	1
140	750	1
140	3495	1
141	4992	1
141	449	1
141	1955	1
141	40	1
141	3402	2
141	1484	1
141	6834	1
141	1453	3
141	9104	2
141	9107	1
141	5045	1
141	9110	1
141	1364	1
141	9109	2
142	1600	1
142	865	1
142	1571	1
142	6768	1
142	1589	1
142	1949	1
142	3071	1
143	1537	1
143	9217	2
143	6414	1
143	9232	1
143	9237	1
143	9240	1
143	9242	1
143	3616	1
143	5167	3
143	904	1
143	1588	2
143	1592	4
143	5177	1
143	9238	1
143	4544	1
143	718	1
143	709	1
143	459	1
143	9168	2
143	3598	2
143	483	1
143	6888	1
143	3439	1
143	2162	1
143	1526	1
143	6913	1
144	1571	1
144	1425	1
144	5461	2
144	1308	1
144	9374	1
144	5151	2
145	4483	1
145	4485	1
145	3768	1
145	754	1
145	784	1
145	3761	1
145	3762	1
145	2613	1
145	728	1
145	1304	1
145	4479	1
146	3260	2
146	719	1
147	9448	2
147	78	2
147	4296	1
147	9459	1
147	9463	1
148	1	1
148	1410	1
148	4422	1
148	9511	1
148	1263	1
148	463	2
148	731	1
148	1535	1
149	8617	1
149	9519	3
149	9556	1
149	9557	1
149	9558	1
149	9562	1
149	9564	1
150	68	2
150	4358	1
150	5977	1
150	201	1
150	3003	1
150	5407	1
151	9731	1
151	8863	1
151	2724	1
151	6086	1
151	2089	1
151	2350	1
151	4412	1
151	5698	1
151	6085	2
151	198	1
151	199	1
151	7134	2
151	2401	1
151	2295	1
152	388	1
152	3223	1
152	4100	2
152	4101	1
152	2091	1
152	63	1
152	64	1
152	2119	1
152	6091	1
152	6094	1
152	8660	1
152	3684	1
152	99	1
152	5348	1
152	101	1
152	5224	1
152	2295	1
153	5858	1
153	196	1
153	9832	1
153	2572	1
153	3319	1
153	1049	1
153	2461	1
155	5184	1
155	871	1
155	9934	2
155	3861	2
155	1498	1
155	2011	1
156	10001	1
156	4630	1
156	4642	1
156	4643	1
156	4646	1
156	1196	1
156	4626	1
156	2627	1
156	2628	1
156	2629	1
156	4683	1
156	4684	1
156	4702	1
156	2149	1
156	4712	1
156	1133	1
157	2625	1
157	1925	1
157	1926	1
157	2561	1
157	713	1
157	10123	1
157	76	1
157	5104	2
157	3603	1
158	6969	1
158	493	1
159	1312	2
159	4484	1
159	6806	1
159	3078	1
159	8359	1
159	1897	1
159	490	5
159	3468	1
159	2575	2
159	2163	2
159	6646	1
159	3062	1
159	5129	1
159	5144	1
159	2788	1
159	730	1
159	91	2
159	3101	2
159	3596	1
159	6847	1
160	438	1
160	5704	1
160	105	1
160	10192	1
160	437	11
160	2646	1
160	6039	1
160	6969	1
161	10208	4
161	10216	2
161	10221	1
161	3476	1
161	5464	8
161	2885	1
162	3904	2
162	2022	3
162	2822	1
162	8776	1
162	2808	1
162	1727	1
162	10260	2
163	9774	1
164	2822	1
164	2817	1
164	2829	1
164	2812	1
165	10336	1
165	5643	1
165	1509	1
165	3398	1
165	203	1
165	3794	1
166	10400	1
166	10401	1
166	10402	1
166	10403	1
166	7884	1
166	4109	1
166	10398	1
166	10399	1
167	10497	2
167	7434	1
167	7436	1
167	7438	1
167	2580	1
167	1564	1
167	1437	6
167	476	2
167	1324	1
167	51	2
167	4541	1
167	1600	2
167	6195	2
167	715	1
167	459	2
167	591	1
167	6608	2
167	92	2
167	8417	1
167	487	1
167	488	9
167	235	1
167	2159	2
167	4090	1
167	4092	2
167	10495	1
168	6691	2
168	1128	1
168	10569	1
168	655	1
168	27	1
169	10593	1
169	7550	1
170	6242	1
170	67	1
170	5798	1
170	3307	1
171	10619	2
171	10622	1
172	8905	2
172	10643	1
172	4116	1
172	10398	1
173	2855	1
174	5826	2
174	6023	1
174	2377	1
174	2380	1
174	401	1
174	8113	1
174	10684	2
174	3380	3
174	6025	1
174	1212	1
175	2528	1
175	10699	2
175	485	3
175	107	4
175	1549	1
175	1597	1
175	6174	1
175	1279	1
177	8152	1
177	3066	1
179	2764	1
179	622	2
179	728	1
179	4535	1
179	4476	1
179	4474	4
180	2894	1
180	6681	1
180	8764	1
181	61	1
182	1896	1
182	113	1
182	1410	1
182	1277	1
182	465	1
183	51	1
183	10766	2
183	686	1
184	6626	1
184	61	2
184	694	1
185	591	1
186	730	1
186	5	1
187	2983	2
187	10826	1
187	3627	1
187	6923	1
187	3400	1
187	2067	1
187	4998	1
187	1592	1
187	8412	1
187	61	2
187	2046	1
188	768	1
188	2560	1
188	3587	1
188	3716	1
188	5	1
188	10886	1
188	6535	1
188	906	1
188	2571	1
188	10892	1
188	3480	1
188	1947	8
188	5535	1
188	4002	1
188	1443	1
188	39	2
188	4992	1
188	689	1
188	3251	1
188	823	4
188	3487	1
188	10890	1
188	708	1
188	2119	1
188	7632	1
188	1490	1
188	467	1
188	1273	2
188	1886	1
188	2146	11
188	4582	1
188	3431	3
188	491	2
188	2545	1
188	6427	2
188	2553	1
188	2045	6
189	10977	1
189	6659	1
189	36	1
189	727	1
189	7592	1
189	2571	1
189	1613	1
189	1518	1
189	751	1
189	1359	1
189	6339	1
189	10964	1
189	1430	1
189	1449	1
189	6875	1
191	550	1
191	11022	1
191	11024	1
191	11025	1
191	11026	1
191	11027	1
191	11028	1
191	11029	1
192	2881	1
192	554	1
192	555	2
193	11099	1
193	9690	1
194	9912	1
194	3097	1
194	59	2
194	733	1
195	3768	1
195	107	1
196	10976	1
196	53	1
197	420	1
198	11146	1
198	2317	1
199	11190	1
199	9975	1
199	813	1
199	11194	1
199	816	2
199	11187	1
199	11188	1
199	11189	2
199	10870	1
199	5337	1
199	3546	2
199	11195	1
199	11198	1
200	3512	1
200	11172	2
200	11181	1
201	3681	2
201	4355	1
201	6088	1
201	11244	1
201	7440	1
201	3218	1
202	10626	1
202	11274	1
202	111	1
202	1455	1
202	2040	2
202	859	1
202	2975	1
203	834	2
204	1593	1
204	3764	1
204	4485	1
206	2692	1
206	5222	1
206	2726	2
206	169	1
206	3659	1
206	2118	1
206	496	1
206	189	1
206	1394	1
206	8151	1
206	6296	1
206	8666	1
206	5660	1
207	9450	1
207	11307	1
207	5390	2
207	4721	1
207	9427	2
208	3041	1
210	1072	1
210	11364	2
210	829	2
211	11393	1
211	9222	1
211	1032	1
211	622	1
211	1512	1
211	9171	1
211	822	1
211	11390	1
212	11424	1
212	1	1
212	6887	1
212	2603	1
212	717	2
212	2638	1
212	911	1
212	1553	1
212	472	1
212	732	2
212	1342	1
213	1120	1
213	3746	1
213	2983	2
213	8	2
213	841	1
213	651	1
213	66	1
213	398	1
213	3416	1
213	3063	1
213	11449	1
213	11450	1
213	3419	1
213	3420	1
213	3421	2
213	3422	1
214	11489	1
214	3905	1
214	3917	1
214	3899	1
214	4124	1
214	3901	1
214	3902	1
215	4651	1
215	4627	1
216	597	1
216	550	4
217	1032	1
217	651	2
217	1932	1
217	3598	1
217	7191	1
217	3099	1
217	3616	2
217	420	2
217	1322	2
217	3756	2
217	52	1
217	6750	1
217	10678	4
217	479	1
217	70	1
217	715	1
217	78	3
217	79	2
217	9951	1
217	1119	1
217	740	1
217	1518	2
217	1777	1
217	3069	1
217	4223	1
218	1	1
218	1539	1
218	4485	3
218	774	2
218	1345	2
218	776	1
218	780	1
218	1411	1
218	1303	1
218	3101	1
218	5023	1
218	902	3
218	53	1
218	3764	1
218	10171	1
218	60	2
218	3773	1
218	449	1
218	458	1
218	77	1
218	2638	1
218	465	1
218	2645	1
218	729	1
218	730	1
218	731	1
218	1614	1
218	94	1
218	735	1
218	1254	1
218	487	1
218	2155	1
218	1900	1
218	2612	1
218	752	1
220	11648	1
220	10865	1
220	11657	2
220	1089	1
221	4483	1
221	2645	1
222	9102	1
222	9812	1
223	6658	3
223	1923	1
223	6799	23
223	10774	1
223	3610	1
223	6812	1
223	6180	1
223	2856	1
